Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
2021-05-01,01:07,Saturday,YONGE BD STATION,SUAP,0,0,W,BD,5170
2021-05-01,01:14,Saturday,BLOOR STATION,SUO,0,0,S,YU,5506
2021-05-01,06:00,Saturday,SHEPPARD WEST - WILSON,MUO,0,0,,YU,0
2021-05-01,09:04,Saturday,DON MILLS STATION,MUIR,5,10,W,SHP,5141
2021-05-01,09:04,Saturday,YONGE BD STATION,SUEAS,13,18,W,BD,5106
2021-05-01,10:17,Saturday,KENNEDY BD STATION,MUTO,9,15,W,BD,5140
2021-05-01,11:14,Saturday,KENNEDY BD STATION,MUSAN,3,7,W,BD,5069
2021-05-01,11:30,Saturday,CHESTER STATION,MUI,23,28,E,BD,5355
2021-05-01,13:31,Saturday,BAY STATION,MUIS,0,0,E,BD,0
2021-05-01,14:18,Saturday,SHEPPARD WEST STATION,MUATC,5,10,N,YU,5741
2021-05-01,17:45,Saturday,ST CLAIR WEST STATION,SUAP,15,20,N,YU,6051
2021-05-01,17:55,Saturday,SPADINA BD STATION,SUUT,31,35,E,BD,5074
2021-05-01,17:59,Saturday,ST CLAIR WEST STATION,SUDP,0,0,,YU,0
2021-05-01,18:37,Saturday,VICTORIA PARK STATION,MUI,6,11,E,BD,5140
2021-05-01,19:32,Saturday,DUNDAS STATION,MUIRS,0,0,N,YU,5656
2021-05-01,20:54,Saturday,KIPLING STATION,TUMVS,0,0,W,BD,5059
2021-05-01,21:04,Saturday,DON MILLS STATION,MUIS,0,0,,SHP,0
2021-05-01,21:36,Saturday,EGLINTON STATION,MUIS,0,0,,YU,0
2021-05-01,21:39,Saturday,BATHURST STATION,SUDP,0,0,W,BD,5040
2021-05-01,22:00,Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-05-01,23:01,Saturday,VICTORIA PARK STATION,MUIRS,0,0,,BD,0
2021-05-01,23:40,Saturday,LAWRENCE STATION,MUIS,0,0,N,YU,0
2021-05-01,23:57,Saturday,DON MILLS STATION,TUMVS,0,0,E,SHP,6146
2021-05-01,23:59,Saturday,EGLINTON STATION,MUSAN,5,10,S,YU,6051
2021-05-02,00:16,Sunday,ST CLAIR WEST STATION,MUIR,0,0,N,YU,5821
2021-05-02,00:39,Sunday,EGLINTON STATION,TUMVS,3,8,N,YU,5766
2021-05-02,01:42,Sunday,WILSON STATION,MUI,0,0,N,YU,5821
2021-05-02,02:31,Sunday,WELLESLEY STATION,SUUT,0,0,,YU,0
2021-05-02,07:19,Sunday,FINCH STATION,MUIS,0,0,,36 FINCH WEST,3640
2021-05-02,08:00,Sunday,YONGE UNIVERSITY SUBWA,MUO,0,0,B,YU,0
2021-05-02,08:09,Sunday,KIPLING STATION,EUBK,9,13,E,BD,5004
2021-05-02,08:17,Sunday,WILSON STATION,MUO,0,0,,YU,0
2021-05-02,08:30,Sunday,WILSON STATION,MUATC,7,12,S,YU,6136
2021-05-02,09:02,Sunday,DAVISVILLE STATION,MUPLB,17,22,N,YU,5626
2021-05-02,12:35,Sunday,COXWELL STATION,MUPAA,0,0,W,BD,5178
2021-05-02,13:23,Sunday,KIPLING STATION,MUIRS,0,0,,BD,0
2021-05-02,13:50,Sunday,OSSINGTON STATION,MUIS,0,0,,BD,0
2021-05-02,14:59,Sunday,HIGH PARK STATION,SUDP,4,9,E,BD,5212
2021-05-02,15:22,Sunday,OSSINGTON STATION,MUPLB,31,35,W,BD,5148
2021-05-02,16:24,Sunday,WELLESLEY STATION,SUROB,0,0,N,YU,0
2021-05-02,16:25,Sunday,FINCH STATION,MUIS,0,0,,YU,0
2021-05-02,16:27,Sunday,BLOOR STATION,SUAP,5,10,N,YU,5756
2021-05-02,16:41,Sunday,KIPLING STATION,SUAP,0,0,,BD,0
2021-05-02,18:13,Sunday,KENNEDY BD STATION,SUAP,0,0,,BD,0
2021-05-02,18:20,Sunday,BLOOR STATION,SUUT,8,12,S,YU,6021
2021-05-02,18:24,Sunday,FINCH STATION,SUO,0,0,,YU,0
2021-05-02,18:29,Sunday,GREENWOOD STATION,MUNCA,0,0,,BD,0
2021-05-02,19:05,Sunday,CASTLE FRANK STATION,EUDO,13,18,E,BD,5193
2021-05-02,19:23,Sunday,EGLINTON STATION,MUPAA,0,0,S,YU,5821
2021-05-02,19:37,Sunday,CHRISTIE STATION,MUIS,0,0,W,BD,0
2021-05-02,19:41,Sunday,DUNDAS STATION,SUUT,6,11,S,YU,5741
2021-05-02,20:36,Sunday,DUNDAS STATION,SUDP,0,0,N,YU,5561
2021-05-02,20:50,Sunday,KIPLING STATION,SUDP,4,8,E,BD,5325
2021-05-02,21:21,Sunday,YORK MILLS STATION,EUOE,0,0,S,YU,6196
2021-05-02,21:56,Sunday,UNION STATION,SUO,0,0,,YU,0
2021-05-02,22:00,Sunday,YONGE- UNIVERSITY SUBW,MUO,0,0,,YU/BD,0
2021-05-02,22:29,Sunday,ST ANDREW STATION,MUSAN,5,10,N,YU,5621
2021-05-02,23:58,Sunday,FINCH STATION,SUO,5,10,S,YU,5781
2021-05-03,01:03,Monday,WILSON YARD,MUIE,0,0,,YU,0
2021-05-03,01:20,Monday,FINCH STATION,TUO,3,10,S,YU,5806
2021-05-03,02:03,Monday,LESLIE STATION,MUIRS,0,0,,SHP,0
2021-05-03,02:04,Monday,VICTORIA PARK STATION,SUUT,14,18,E,BD,5201
2021-05-03,02:08,Monday,WARDEN STATION,TUCC,0,0,W,BD,5089
2021-05-03,05:48,Monday,MIDLAND STATION,ERCO,25,30,S,SRT,3013
2021-05-03,06:00,Monday,YONGE UNIVERSITY SUBWA,MUO,0,0,,YU,0
2021-05-03,06:04,Monday,MUSEUM STATION,MUATC,4,8,S,YU,5971
2021-05-03,06:27,Monday,KEELE STATION,PUTD,4,8,E,BD,5285
2021-05-03,06:47,Monday,SHEPPARD WEST STATION,MUO,0,0,,YU,0
2021-05-03,07:00,Monday,CHRISTIE STATION,TUSC,0,0,W,BD,5112
2021-05-03,07:21,Monday,MCCOWAN STATION,ERME,6,11,N,SRT,3007
2021-05-03,07:22,Monday,COLLEGE STATION,MUI,10,14,N,YU,6046
2021-05-03,09:00,Monday,ST GEORGE BD STATION,TUMVS,7,11,E,BD,5123
2021-05-03,09:02,Monday,ST GEORGE BD STATION,MUPAA,0,0,E,BD,5123
2021-05-03,09:28,Monday,DOWNSVIEW PARK STATION,SUDP,0,0,,YU,0
2021-05-03,09:31,Monday,DUPONT STATION,SUDP,3,7,S,YU,5516
2021-05-03,10:06,Monday,COLLEGE STATION,MUIS,0,0,,YU,0
2021-05-03,10:37,Monday,DUNDAS STATION,MUPAA,3,8,S,YU,5916
2021-05-03,12:20,Monday,BROADVIEW STATION,TUS,4,8,E,BD,5044
2021-05-03,12:27,Monday,YORK MILLS STATION,MUIR,0,0,N,YU,5826
2021-05-03,12:28,Monday,OSGOODE STATION,SUDP,3,7,N,YU,5426
2021-05-03,13:21,Monday,WILSON STATION,MUIRS,0,0,,YU,0
2021-05-03,13:24,Monday,OLD MILL STATION,MUDD,3,7,E,BD,5234
2021-05-03,13:27,Monday,LAWRENCE STATION,SUDP,0,0,N,YU,5561
2021-05-03,14:22,Monday,CASTLE FRANK STATION,MUSAN,8,12,E,BD,5174
2021-05-03,14:42,Monday,EGLINTON WEST STATION,MUIRS,0,0,,YU,0
2021-05-03,15:08,Monday,KENNEDY BD STATION,MUSAN,4,8,,BD,5174
2021-05-03,15:10,Monday,GREENWOOD STATION,SUO,0,0,E,BD,5258
2021-05-03,15:18,Monday,KENNEDY BD STATION,MUPAA,0,0,E,BD,5024
2021-05-03,16:14,Monday,ST CLAIR WEST STATION,MUNCA,0,0,,YU,0
2021-05-03,16:44,Monday,DUFFERIN STATION,SUO,0,0,E,BD,5201
2021-05-03,17:13,Monday,YORK MILLS STATION,TUSC,0,0,N,YU,5546
2021-05-03,17:22,Monday,BLOOR STATION,MUSAN,7,11,S,YU,5976
2021-05-03,17:43,Monday,FINCH STATION,TUNIP,5,10,S,YU,5476
2021-05-03,17:44,Monday,BATHURST STATION,SUAP,0,0,,BD,0
2021-05-03,18:00,Monday,SPADINA BD STATION,MUIS,0,0,,BD,0
2021-05-03,18:20,Monday,WARDEN STATION,MUIS,0,0,E,BD,0
2021-05-03,18:45,Monday,COXWELL STATION,TUO,3,7,E,BD,5174
2021-05-03,19:15,Monday,YONGE BD STATION,SUO,0,0,W,BD,5046
2021-05-03,19:16,Monday,BLOOR STATION,SUO,0,0,S,YU,6111
2021-05-03,19:28,Monday,LAWRENCE STATION,EUBK,11,15,N,YU,5476
2021-05-03,19:41,Monday,LAWRENCE STATION,TUSC,0,0,S,YU,5471
2021-05-03,20:41,Monday,KIPLING STATION,MUIS,0,0,,BD,0
2021-05-03,20:45,Monday,WILSON STATION,MUI,5,10,S,YU,5541
2021-05-03,20:52,Monday,WILSON STATION,MUIS,0,0,,YU,0
2021-05-03,21:42,Monday,ST GEORGE BD STATION,SUUT,12,19,E,BD,5258
2021-05-03,21:47,Monday,FINCH STATION,MUIS,0,0,,YU,0
2021-05-03,22:00,Monday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-05-03,22:29,Monday,DAVISVILLE STATION,MUIS,0,0,,YU,0
2021-05-03,23:44,Monday,CHRISTIE STATION,TUSC,0,0,W,BD,5076
2021-05-04,00:32,Tuesday,DONLANDS STATION,MUIS,0,0,,BD,0
2021-05-04,01:39,Tuesday,DUFFERIN STATION,EUCD,0,0,W,BD,5033
2021-05-04,03:37,Tuesday,WILSON YARD,MUIE,0,0,,YU,0
2021-05-04,05:50,Tuesday,FINCH STATION,EUSC,0,0,S,YU,5496
2021-05-04,06:00,Tuesday,YONGE UNIVERSITY SUBWA,MUO,0,0,,YU,0
2021-05-04,06:02,Tuesday,EGLINTON STATION,EUSC,0,0,S,YU,5496
2021-05-04,06:07,Tuesday,LESLIE STATION,TUSC,0,0,W,SHP,6166
2021-05-04,06:20,Tuesday,LAWRENCE STATION,EUVA,4,8,N,YU,5841
2021-05-04,06:44,Tuesday,PAPE STATION,MUDD,4,8,W,BD,5146
2021-05-04,07:11,Tuesday,GREENWOOD STATION,EUBO,3,7,E,BD,5220
2021-05-04,09:54,Tuesday,KENNEDY BD STATION,SUDP,4,8,E,BD,5201
2021-05-04,10:17,Tuesday,GLENCAIRN STATION,MUI,17,21,N,YU,5816
2021-05-04,10:51,Tuesday,EGLINTON STATION,SUDP,0,0,N,YU,5806
2021-05-04,10:58,Tuesday,EGLINTON STATION,MUIRS,0,0,,YU,0
2021-05-04,11:31,Tuesday,DUNDAS STATION,MUIRS,0,0,S,YU,0
2021-05-04,11:50,Tuesday,DAVISVILLE STATION,SUDP,4,8,S,YU,5486
2021-05-04,12:03,Tuesday,RUNNYMEDE STATION,MUPAA,0,0,E,BD,5291
2021-05-04,12:47,Tuesday,KENNEDY BD STATION,MUIE,0,0,E,BD,5142
2021-05-04,13:25,Tuesday,KEELE STATION,MUSC,0,0,W,BD,5260
2021-05-04,14:10,Tuesday,ST PATRICK STATION,SUAP,0,0,N,YU,5541
2021-05-04,14:30,Tuesday,QUEEN'S PARK STATION,MUI,14,18,N,YU,6006
2021-05-04,14:42,Tuesday,YONGE BD STATION,MUNCA,0,0,,BD,0
2021-05-04,15:20,Tuesday,KIPLING STATION,MUTO,4,8,W,BD,5094
2021-05-04,15:21,Tuesday,BLOOR STATION,MUSAN,4,8,N,YU,6081
2021-05-04,15:56,Tuesday,ROYAL YORK STATION,SUAP,182,186,E,BD,5270
2021-05-04,16:06,Tuesday,COXWELL STATION,SUUT,7,11,W,BD,5280
2021-05-04,16:18,Tuesday,WELLESLEY STATION,MUIRS,0,0,N,YU,0
2021-05-04,16:26,Tuesday,WELLESLEY STATION,SUDP,3,7,N,YU,5771
2021-05-04,16:47,Tuesday,KENNEDY BD STATION,TUMVS,0,0,E,BD,5303
2021-05-04,17:47,Tuesday,DONLANDS STATION,PUMST,0,0,,BD,0
2021-05-04,17:59,Tuesday,ISLINGTON STATION,SUAP,0,0,,BD,0
2021-05-04,18:36,Tuesday,EGLINTON WEST STATION,MUO,5,10,S,YU,5786
2021-05-04,18:46,Tuesday,COLLEGE STATION,SUDP,0,0,N,YU,5806
2021-05-04,19:01,Tuesday,ROYAL YORK STATION,SUAP,0,0,E,BD,5069
2021-05-04,19:49,Tuesday,LANSDOWNE STATION,SUUT,0,0,E,BD,0
2021-05-04,20:20,Tuesday,LAWRENCE STATION,SUPOL,0,0,S,YU,5826
2021-05-04,20:57,Tuesday,PAPE STATION,SUDP,0,0,E,BD,5081
2021-05-04,21:15,Tuesday,YONGE BD STATION,EUDO,4,9,E,BD,5086
2021-05-04,21:33,Tuesday,ROSEDALE STATION,TUO,13,20,N,YU,5546
2021-05-04,21:40,Tuesday,DUNDAS STATION,MUNCA,0,0,,YU,0
2021-05-04,21:48,Tuesday,WARDEN STATION,SUUT,6,13,W,BD,5033
2021-05-04,22:00,Tuesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-05-04,22:53,Tuesday,EGLINTON STATION,SUUT,11,18,N,YU,5806
2021-05-05,06:00,Wednesday,YONGE UNIVERSTIY SUBWA,MUO,0,0,,YU,0
2021-05-05,06:06,Wednesday,EGLINTON STATION,MUO,3,6,N,YU,5421
2021-05-05,06:28,Wednesday,KIPLING STATION,TUSC,0,0,W,BD,5178
2021-05-05,06:57,Wednesday,ISLINGTON STATION,TUMVS,0,0,E,BD,5291
2021-05-05,07:11,Wednesday,BLOOR STATION,SUO,0,0,,YU,0
2021-05-05,08:50,Wednesday,WARDEN STATION,TUS,4,8,E,BD,5276
2021-05-05,09:02,Wednesday,WILSON STATION,MUTO,5,9,S,YU,5531
2021-05-05,09:30,Wednesday,WILSON STATION,PUTWZ,0,0,N,YU,5421
2021-05-05,10:39,Wednesday,GREENWOOD STATION,TUS,4,8,E,BD,5276
2021-05-05,11:31,Wednesday,YONGE BD STATION,SUUT,10,14,W,BD,5084
2021-05-05,12:35,Wednesday,WELLESLEY STATION,MUIS,0,0,,YU,0
2021-05-05,13:04,Wednesday,KENNEDY BD STATION,MUI,4,8,W,BD,5291
2021-05-05,13:32,Wednesday,WELLESLEY STATION,MUIS,0,0,N,YU,5486
2021-05-05,14:03,Wednesday,LAWRENCE STATION,MUSC,0,0,N,YU,5606
2021-05-05,14:46,Wednesday,ST GEORGE BD STATION,MUIS,0,0,E,BD,0
2021-05-05,15:32,Wednesday,DAVISVILLE STATION,SUDP,0,0,S,YU,0
2021-05-05,15:42,Wednesday,COLLEGE STATION,SUDP,0,0,,YU,0
2021-05-05,16:16,Wednesday,BLOOR STATION,SUAP,5,9,N,YU,5806
2021-05-05,17:21,Wednesday,BATHURST STATION,MUNCA,0,0,,BD,0
2021-05-05,17:37,Wednesday,COLLEGE STATION,MUIS,0,0,N,YU,0
2021-05-05,18:20,Wednesday,COLLEGE STATION,MUNCA,0,0,,YU,0
2021-05-05,19:22,Wednesday,WARDEN STATION,MUIRS,0,0,,BD,0
2021-05-05,21:09,Wednesday,WILSON STATION,TUSUP,4,11,S,YU,6081
2021-05-05,21:14,Wednesday,YONGE BD STATION,SUDP,0,0,E,BD,5069
2021-05-05,21:15,Wednesday,BLOOR STATION,SUDP,0,0,S,YU,5801
2021-05-05,22:00,Wednesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-05-05,22:15,Wednesday,ST ANDREW STATION,SUDP,10,17,S,YU,6061
2021-05-05,22:37,Wednesday,ST GEORGE BD STATION,SUDP,0,0,E,BD,5371
2021-05-05,22:41,Wednesday,DUNDAS WEST STATION,MUIS,0,0,,BD,0
2021-05-05,23:39,Wednesday,EGLINTON STATION,MUPAA,0,0,S,YU,6021
2021-05-06,01:51,Thursday,KENNEDY BD STATION,MUIS,0,0,,BD,5310
2021-05-06,02:26,Thursday,KIPLING STATION,SUDP,0,0,,BD,0
2021-05-06,02:35,Thursday,KENNEDY BD STATION,MUIRS,0,0,,BD,0
2021-05-06,05:09,Thursday,FINCH STATION,TUMVS,0,0,N,YU,5481
2021-05-06,05:42,Thursday,DON MILLS STATION,MUO,5,10,W,SHP,6141
2021-05-06,05:46,Thursday,COXWELL STATION,MUIS,0,0,,BD,0
2021-05-06,06:00,Thursday,UNION STATION,SUUT,6,0,N,YU,5516
2021-05-06,06:00,Thursday,YONGE-UNIVERSITY SPADI,MUO,0,0,,YU,0
2021-05-06,06:27,Thursday,LANSDOWNE STATION,SUDP,3,8,E,BD,5157
2021-05-06,06:43,Thursday,KIPLING STATION,MUIRS,0,0,,BD,0
2021-05-06,07:12,Thursday,GREENWOOD STATION,TUCC,3,7,E,BD,5212
2021-05-06,07:16,Thursday,LANSDOWNE STATION,SUDP,0,0,W,BD,5146
2021-05-06,07:58,Thursday,UNION STATION,SUUT,11,15,N,YU,5616
2021-05-06,08:01,Thursday,KEELE STATION,TUS,4,8,E,BD,5165
2021-05-06,08:59,Thursday,KENNEDY BD STATION,MUO,3,7,W,BD,5119
2021-05-06,09:09,Thursday,VICTORIA PARK STATION,TUS,3,7,E,BD,5341
2021-05-06,10:01,Thursday,LAWRENCE WEST STATION,MUIS,0,0,,YU,0
2021-05-06,10:03,Thursday,KIPLING STATION,SUDP,7,11,E,BD,5212
2021-05-06,10:36,Thursday,SHEPPARD WEST STATION,MUIS,0,0,,YU,0
2021-05-06,11:22,Thursday,CASTLE FRANK STATION,SUDP,13,17,E,BD,5024
2021-05-06,11:29,Thursday,OLD MILL STATION,TUO,5,9,E,BD,5228
2021-05-06,11:37,Thursday,COXWELL STATION,MUI,21,25,E,BD,5341
2021-05-06,11:38,Thursday,BROADVIEW STATION,MUSAN,4,8,E,BD,5024
2021-05-06,11:54,Thursday,ST GEORGE BD STATION,TUKEY,9,13,W,BD,5323
2021-05-06,12:03,Thursday,VICTORIA PARK STATION,SUO,0,0,W,BD,5108
2021-05-06,12:07,Thursday,WILSON STATION,MUSAN,4,8,S,YU,5786
2021-05-06,12:46,Thursday,WARDEN STATION,MUIS,0,0,,BD,0
2021-05-06,13:39,Thursday,QUEEN'S PARK STATION,MUIS,0,0,,YU,0
2021-05-06,14:42,Thursday,EGLINTON WEST STATION,MUIS,0,0,,YU,0
2021-05-06,15:47,Thursday,MAIN STREET STATION,EUSC,0,0,W,BD,5291
2021-05-06,16:37,Thursday,FINCH STATION,SUDP,0,0,,YU,0
2021-05-06,16:40,Thursday,BROADVIEW STATION,MUIRS,0,0,,BD,0
2021-05-06,18:47,Thursday,KEELE STATION,MUSC,0,0,W,BD,5140
2021-05-06,19:01,Thursday,OLD MILL STATION,TUOS,0,0,E,BD,5104
2021-05-06,19:12,Thursday,LANSDOWNE STATION,TUOS,4,8,E,BD,5104
2021-05-06,19:36,Thursday,QUEEN STATION,MUPAA,0,0,N,YU,5516
2021-05-06,21:02,Thursday,COLLEGE STATION,SUDP,0,0,S,YU,5711
2021-05-06,22:00,Thursday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-05-06,22:24,Thursday,BLOOR STATION,MUPAA,3,10,N,YU,6136
2021-05-06,23:16,Thursday,COLLEGE STATION,MUIRS,0,0,,YU,0
2021-05-06,23:43,Thursday,OSGOODE STATION,EUDO,7,14,S,YU,5501
2021-05-07,00:58,Friday,CHRISTIE STATION,PUMEL,0,0,,BD,0
2021-05-07,02:09,Friday,KIPLING STATION,MUIS,0,0,,BD,5181
2021-05-07,04:33,Friday,COLLEGE STATION,TUCC,0,0,S,YU,0
2021-05-07,07:49,Friday,KENNEDY BD STATION,SUDP,0,0,,BD,0
2021-05-07,08:15,Friday,KIPLING STATION,MUIRS,0,0,,BD,0
2021-05-07,08:36,Friday,VAUGHAN MC STATION,TUO,3,6,S,YU,5886
2021-05-07,09:01,Friday,LESLIE STATION,MUIR,16,21,E,SHP,6161
2021-05-07,09:29,Friday,MAIN STREET STATION,PUMEL,0,0,,BD,0
2021-05-07,10:32,Friday,SUMMERHILL STATION,SUAP,4,7,S,YU,5816
2021-05-07,10:47,Friday,DAVISVILLE STATION,MUPAA,0,0,S,YU,5961
2021-05-07,10:47,Friday,SHEPPARD WEST STATION,EUDO,0,0,S,YU,5696
2021-05-07,11:28,Friday,WILSON TO SHEPPARD WES,MUATC,5,8,N,YU,5816
2021-05-07,12:06,Friday,DOWNSVIEW PARK STATION,MUSAN,3,6,S,YU,5766
2021-05-07,14:57,Friday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,5666
2021-05-07,15:35,Friday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,5656
2021-05-07,18:37,Friday,RUNNYMEDE STATION,MUIS,0,0,W,BD,0
2021-05-07,19:17,Friday,DUPONT STATION,MUSAN,5,10,N,YU,5456
2021-05-07,19:49,Friday,SHEPPARD-YONGE STATION,TUMVS,0,0,W,SHP,6141
2021-05-07,20:01,Friday,COLLEGE STATION,SUUT,0,0,N,YU,5881
2021-05-07,20:24,Friday,LESLIE STATION,SUAP,0,0,W,SHP,0
2021-05-07,20:33,Friday,HIGH PARK STATION,PUMEL,0,0,,BD,0
2021-05-07,20:46,Friday,KENNEDY BD STATION,TUMVS,14,21,W,BD,5015
2021-05-07,20:53,Friday,CHRISTIE STATION,SUAP,3,10,W,BD,5285
2021-05-07,20:59,Friday,CHRISTIE STATION,SUAP,0,0,,BD,0
2021-05-07,21:52,Friday,GREENWOOD PORTAL,EUOE,0,0,,BD,5121
2021-05-07,22:00,Friday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-05-08,00:03,Saturday,DAVISVILLE STATION,MUSAN,4,9,S,YU,5976
2021-05-08,00:22,Saturday,YORK MILLS STATION,SUAP,0,0,N,YU,5856
2021-05-08,00:22,Saturday,YORK MILLS STATION,MUSAN,5,10,N,YU,5451
2021-05-08,00:35,Saturday,BAYVIEW STATION,PUOPO,4,9,W,SHP,6186
2021-05-08,02:33,Saturday,FINCH STATION,MUIS,0,0,,YU,0
2021-05-08,05:33,Saturday,SPADINA BD STATION,MUIRS,0,0,,BD,0
2021-05-08,05:51,Saturday,UNION STATION,MUIRS,0,0,,YU,0
2021-05-08,06:00,Saturday,YONGE- UNIVERSITY SUBW,MUO,0,0,,YU,0
2021-05-08,06:26,Saturday,SHEPPARD STATION,EUSC,0,0,S,YU,5851
2021-05-08,06:27,Saturday,WILSON STATION,MUO,5,10,S,YU,5646
2021-05-08,06:55,Saturday,PAPE STATION,SUDP,0,0,,BD,0
2021-05-08,06:56,Saturday,YONGE AND SHEPPARD,SUAE,0,0,S,YU,0
2021-05-08,07:47,Saturday,WARDEN STATION,EUDO,0,0,E,BD,5329
2021-05-08,08:26,Saturday,DON MILLS STATION,SUDP,7,12,W,SHP,6186
2021-05-08,08:29,Saturday,UNION STATION,MUIRS,0,0,,YU,0
2021-05-08,08:57,Saturday,BLOOR STATION,SUDP,3,8,S,YU,5741
2021-05-08,09:05,Saturday,OSSINGTON STATION,EUCD,9,14,E,BD,5329
2021-05-08,09:17,Saturday,YONGE UNIVERSITY SUBWA,MUO,0,0,,YU,0
2021-05-08,09:29,Saturday,KING STATION,SUAP,0,0,S,YU,6106
2021-05-08,09:33,Saturday,QUEEN STATION,SUROB,0,0,N,YU,0
2021-05-08,12:11,Saturday,QUEEN'S PARK STATION,MUPAA,0,0,S,YU,5876
2021-05-08,12:40,Saturday,NORTH YORK CTR STATION,MUPAA,0,0,N,YU,5861
2021-05-08,13:31,Saturday,DUNDAS STATION,MUIS,0,0,S,YU,0
2021-05-08,14:30,Saturday,VAUGHAN MC STATION,TUNIP,5,10,S,YU,6121
2021-05-08,15:51,Saturday,WILSON STATION,PUMEL,0,0,,YU,0
2021-05-08,16:45,Saturday,KIPLING STATION,EUSC,3,7,E,BD,5333
2021-05-08,19:47,Saturday,YONGE BD STATION,SUDP,0,0,E,BD,5250
2021-05-08,19:54,Saturday,VAUGHAN MC STATION,MUIR,3,8,S,YU,5743
2021-05-08,20:23,Saturday,YORK MILLS STATION,EUSC,0,0,S,YU,6001
2021-05-08,20:35,Saturday,CASTLE FRANK STATION,SUDP,8,13,W,BD,5290
2021-05-08,22:00,Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-05-08,23:43,Saturday,ST CLAIR WEST STATION,SUAP,4,9,S,YU,5971
2021-05-08,23:47,Saturday,DAVISVILLE STATION,SUDP,5,10,S,YU,6126
2021-05-08,23:52,Saturday,DAVISVILLE STATION,MUO,4,9,N,YU,5676
2021-05-09,00:00,Sunday,SHEPPARD WEST STATION,MUSAN,7,14,N,YU,6086
2021-05-09,00:00,Sunday,VAUGHAN MC STATION,TUO,6,13,S,YU,5661
2021-05-09,00:30,Sunday,NORTH YORK CTR STATION,TUSC,0,0,S,YU,5851
2021-05-09,01:21,Sunday,VAUGHAN MC STATION,SUDP,0,0,S,YU,5431
2021-05-09,02:23,Sunday,KENNEDY BD STATION,SUUT,0,0,,BD,0
2021-05-09,07:27,Sunday,CASTLE FRANK STATION,MUNCA,0,0,,BD,0
2021-05-09,07:54,Sunday,FINCH STATION,TUNIP,6,0,S,YU,5621
2021-05-09,08:00,Sunday,BLOOR DANFORTH LINE ,MUO,0,0,,BD,0
2021-05-09,08:00,Sunday,YONGE UNIVERSITY SUBWA,MUO,0,0,,YU,0
